 country ,year, pop , gdp , gdp_per_cap , gdp_per_cap_sq , im , im_millions , ex , IM + EX , ex_millions , nx_gdp , lndarea , lndarea_per_cap , co2_millions_tonnes , n2o_millions_tonnes , so2_millions_tonnes , co2 , n2o , so2 , co2_per_cap ,ocean,democ,autoc,polity
 Rwanda ,2011,"10,576,932.00","14,932,038,616.95","1,411.76","1,993,052.71","1,014,180,000.00","1,014.18","468,990,000.00","1,483,170,000.00",468.99,0.1,24670.00,0.002332,0.65,1.64,0.61,"647,000.00","1,640,000.00","612,000.00",0.06,0,0,4,-4
 Rwanda ,2012,"10,840,334.00","15,705,733,103.20","1,448.82","2,099,090.19","1,217,380,000.00","1,217.38","505,280,000.00","1,722,660,000.00",505.28,0.11,24670.00,0.002276,0.72,1.7,0.69,"718,000.00","1,700,000.00","685,000.00",0.07,0,0,4,-4
 Rwanda ,2013,"11,101,350.00","16,685,961,269.11","1,503.06","2,259,180.19","1,339,840,000.00","1,339.84","610,500,000.00","1,950,340,000.00",610.5,0.12,24670.00,0.002222,0.78,1.75,0.75,"782,000.00","1,750,000.00","747,000.00",0.07,0,0,3,-3
 Rwanda ,2014,"11,368,451.00","18,917,018,886.64","1,663.99","2,768,871.53","1,532,160,000.00","1,532.16","699,400,000.00","2,231,560,000.00",699.4,0.12,24670.00,0.00217,0.83,1.72,0.78,"827,000.00","1,720,000.00","784,000.00",0.07,0,0,3,-3
 Rwanda ,2015,"11,642,959.00","20,516,952,002.51","1,762.18","3,105,267.00","1,783,440,000.00","1,783.44","732,060,000.00","2,515,500,000.00",732.06,0.12,24670.00,0.002119,0.97,1.98,0.86,"970,000.00","1,980,000.00","857,000.00",0.08,0,0,3,-3
 Rwanda ,2016,"11,930,899.00","21,966,073,467.47","1,841.11","3,389,678.63","2,115,450,000.00","2,115.45","959,750,000.00","3,075,200,000.00",959.75,0.14,24670.00,0.002068,1.07,1.92,0.85,"1,069,000.00","1,920,000.00","850,000.00",0.09,0,0,3,-3
 Rwanda ,2017,"12,230,339.00","23,665,375,199.09","1,934.97","3,744,120.34","2,946,433,267.44","2,946.43","668,762,580.51","3,615,195,847.96",668.76,0.15,24670.00,0.002017,1.17,1.94,0.93,"1,168,000.00","1,940,000.00","934,000.00",0.1,0,0,3,-3
 Rwanda ,2018,"12,531,808.00","26,309,605,101.62","2,099.43","4,407,590.05","2,955,373,334.96","2,955.37","695,507,521.23","3,650,880,856.19",695.51,0.14,24670.00,0.001969,1.28,1.89,1.03,"1,281,000.00","1,890,000.00","1,026,000.00",0.1,0,0,3,-3
 Rwanda ,2019,"12,835,028.00","29,313,776,895.89","2,283.89","5,216,148.12","3,139,557,748.76","3,139.56","784,204,849.31","3,923,762,598.07",784.2,0.13,24670.00,0.001922,1.81,1.89,1.54,"1,812,000.00","1,890,000.00","1,538,000.00",0.14,0,0,3,-3
 Rwanda ,2020,"13,146,362.00","28,670,603,112.07","2,180.88","4,756,226.01","3,530,694,423.33","3,530.69","1,098,641,992.04","4,629,336,415.37","1,098.64",0.16,24670.00,0.001877,1.66,1.89,1.39,"1,662,000.00","1,890,000.00","1,392,000.00",0.13,0,0,3,-3
 Rwanda ,2021,"13,461,888.00","33,112,304,814.00","2,459.71","6,050,160.23","3,851,882,762.97","3,851.88","1,011,956,956.26","4,863,839,719.23","1,011.96",0.15,24670.00,0.001833,1.76,1.89,1.47,"1,755,000.00","1,890,000.00","1,470,000.00",0.13,0,0,3,-3
 Saudi Arabia ,2011,"30,150,945.00","1,586,748,761,444.08","52,626.83","2,769,583,600.96","131,586,422,022.67","131,586.42","364,698,621,515.73","496,285,043,538.40","364,698.62",0.31,2149690.00,0.071298,497.66,7.02,335.71,"497,659,000.00","7,020,000.00","335,710,000.00",16.51,0,0,10,-10
 Saudi Arabia ,2012,"30,821,543.00","1,672,470,748,636.50","54,263.04","2,944,477,960.62","155,592,818,100.00","155,592.82","388,400,576,920.27","543,993,395,020.27","388,400.58",0.33,2149690.00,0.069746,566.83,7.28,386.22,"566,826,000.00","7,280,000.00","386,219,000.00",18.39,0,0,10,-10
 Saudi Arabia ,2013,"31,482,498.00","1,680,157,969,486.60","53,368.00","2,848,143,479.00","168,155,315,491.20","168,155.32","375,872,879,124.27","544,028,194,615.47","375,872.88",0.32,2149690.00,0.068282,544.56,7.83,359.38,"544,564,000.00","7,830,000.00","359,383,000.00",17.3,0,0,10,-10
 Saudi Arabia ,2014,"32,125,564.00","1,722,861,781,899.42","53,629.00","2,876,069,340.99","173,833,536,179.73","173,833.54","342,432,412,142.93","516,265,948,322.67","342,432.41",0.3,2149690.00,0.066915,612.84,7.87,355.28,"612,842,000.00","7,870,000.00","355,282,000.00",19.08,0,0,10,-10
 Saudi Arabia ,2015,"32,749,848.00","1,541,831,733,218.64","47,079.05","2,216,436,953.89","174,675,563,608.53","174,675.56","203,550,150,005.87","378,225,713,614.40","203,550.15",0.25,2149690.00,0.06564,678.85,8.31,415.11,"678,849,000.00","8,310,000.00","415,113,000.00",20.73,0,0,10,-10
 Saudi Arabia ,2016,"33,416,270.00","1,475,672,107,357.45","44,160.29","1,950,131,036.96","140,169,590,081.07","140,169.59","183,579,471,830.93","323,749,061,912.00","183,579.47",0.22,2149690.00,0.064331,642.86,8.38,368.23,"642,860,000.00","8,380,000.00","368,234,000.00",19.24,0,0,10,-10
 Saudi Arabia ,2017,"34,193,122.00","1,565,891,581,197.72","45,795.51","2,097,229,059.51","134,519,097,796.53","134,519.10","221,835,010,088.00","356,354,107,884.53","221,835.01",0.23,2149690.00,0.062869,643.64,8.17,367.66,"643,639,000.00","8,170,000.00","367,663,000.00",18.82,0,0,10,-10
 Saudi Arabia ,2018,"35,018,133.00","1,643,610,544,580.75","46,935.98","2,202,986,632.60","137,064,717,386.40","137,064.72","294,373,462,930.93","431,438,180,317.33","294,373.46",0.26,2149690.00,0.061388,626.19,8.07,339.5,"626,191,000.00","8,070,000.00","339,499,000.00",17.88,0,0,10,-10
 Saudi Arabia ,2019,"35,827,362.00","1,678,594,246,890.79","46,852.30","2,195,137,843.35","144,334,712,968.00","144,334.71","261,534,308,008.27","405,869,020,976.27","261,534.31",0.24,2149690.00,0.060001,656.48,8.25,372,"656,481,000.00","8,250,000.00","371,995,000.00",18.32,0,0,10,-10
 Saudi Arabia ,2020,"35,997,107.00","1,628,533,458,010.40","45,240.68","2,046,718,773.20","137,997,491,805.33","137,997.49","173,853,856,716.00","311,851,348,521.33","173,853.86",0.19,2149690.00,0.059718,661.19,8.25,371.04,"661,193,000.00","8,250,000.00","371,035,000.00",18.37,0,0,10,-10
 Saudi Arabia ,2021,"35,950,396.00","1,751,177,858,646.92","48,710.95","2,372,756,423.93","152,849,372,624.53","152,849.37","276,179,093,526.40","429,028,466,150.93","276,179.09",0.24,2149690.00,0.059796,672.38,8.25,369.72,"672,380,000.00","8,250,000.00","369,721,000.00",18.7,0,0,10,-10
 Singapore ,2011,"5,183,688.00","414,966,621,180.86","80,052.39","6,408,385,384.59","372,605,446,068.71","372,605.45","416,256,320,256.21","788,861,766,324.92","416,256.32",1.9,704.00,0.000136,31.21,7.11,16.17,"31,206,000.00","7,110,000.00","16,166,000.00",6.02,0,2,4,-2
 Singapore ,2012,"5,312,437.00","435,964,936,235.08","82,064.96","6,734,657,855.29","385,817,675,669.21","385,817.68","415,613,301,782.78","801,430,977,451.99","415,613.30",1.84,704.00,0.000133,48.33,7.42,31.94,"48,328,000.00","7,420,000.00","31,944,000.00",9.1,0,2,4,-2
 Singapore ,2013,"5,399,162.00","448,140,098,629.22","83,001.79","6,889,296,778.22","388,051,980,240.77","388,051.98","419,936,917,641.41","807,988,897,882.18","419,936.92",1.8,704.00,0.00013,50.88,7.74,31.42,"50,882,000.00","7,740,000.00","31,422,000.00",9.42,0,2,4,-2
 Singapore ,2014,"5,469,724.00","461,771,555,846.86","84,423.19","7,127,275,236.58","377,914,741,202.28","377,914.74","415,378,057,905.20","793,292,799,107.49","415,378.06",1.72,704.00,0.000129,52.25,8.06,31.36,"52,252,000.00","8,060,000.00","31,360,000.00",9.55,0,2,4,-2
 Singapore ,2015,"5,535,002.00","481,405,402,043.15","86,974.75","7,564,606,724.10","308,097,868,689.90","308,097.87","357,905,823,126.88","666,003,691,816.79","357,905.82",1.38,704.00,0.000127,56.47,8.39,35.16,"56,466,000.00","8,390,000.00","35,161,000.00",10.2,0,2,4,-2
 Singapore ,2016,"5,607,283.00","501,496,316,172.03","89,436.60","7,998,905,081.87","291,908,307,931.66","291,908.31","338,081,959,535.74","629,990,267,467.40","338,081.96",1.26,704.00,0.000126,35.65,8.78,13.78,"35,654,000.00","8,780,000.00","13,777,000.00",6.36,0,2,4,-2
 Singapore ,2017,"5,612,253.00","534,905,707,125.68","95,310.33","9,084,059,740.13","327,688,779,047.32","327,688.78","373,236,667,619.01","700,925,446,666.33","373,236.67",1.31,704.00,0.000125,37.16,9.18,13.14,"37,157,000.00","9,180,000.00","13,135,000.00",6.62,0,2,4,-2
 Singapore ,2018,"5,638,676.00","567,737,068,646.42","100,686.24","10,137,718,340.66","370,503,679,740.92","370,503.68","411,759,474,304.45","782,263,154,045.37","411,759.47",1.38,704.00,0.000125,46.02,9.55,23.38,"46,020,000.00","9,550,000.00","23,382,000.00",8.16,0,2,4,-2
 Singapore ,2019,"5,703,569.00","584,224,076,701.37","102,431.32","10,492,174,430.49","358,983,650,303.33","358,983.65","390,340,987,457.94","749,324,637,761.27","390,340.99",1.28,704.00,0.000123,29.92,9.94,7.06,"29,917,000.00","9,940,000.00","7,057,000.00",5.25,0,2,4,-2
 Singapore ,2020,"5,685,807.00","566,768,600,050.06","99,681.29","9,936,360,403.52","345,297,227,897.40","345,297.23","357,952,717,305.94","703,249,945,203.34","357,952.72",1.24,704.00,0.000124,29.91,9.94,7.07,"29,909,000.00","9,940,000.00","7,074,000.00",5.26,0,2,4,-2
 Singapore ,2021,"5,453,566.00","635,266,669,765.65","116,486.47","13,569,098,441.23","456,805,056,283.81","456,805.06","406,040,986,093.74","862,846,042,377.55","406,040.99",1.36,704.00,0.000129,32.51,9.94,6.93,"32,507,000.00","9,940,000.00","6,933,000.00",5.96,0,2,4,-2
 South Africa ,2011,"52,443,325.00","696,526,225,201.77","13,281.50","176,398,345.69","124,430,000,000.00","124,430.00","108,815,000,000.00","233,245,000,000.00","108,815.00",0.33,1213090.00,0.023131,465.78,19.75,62.67,"465,775,000.00","19,750,000.00","62,665,000.00",8.88,1,9,0,9
 South Africa ,2012,"53,145,033.00","698,221,030,088.31","13,138.03","172,607,828.42","127,154,000,000.00","127,154.00","99,558,000,000.00","226,712,000,000.00","99,558.00",0.32,1213090.00,0.022826,458.95,20.17,52.17,"458,954,000.00","20,170,000.00","52,172,000.00",8.64,1,9,0,9
 South Africa ,2013,"53,873,616.00","730,517,644,099.68","13,559.84","183,869,276.39","126,330,000,000.00","126,330.00","95,907,000,000.00","222,237,000,000.00","95,907.00",0.3,1213090.00,0.022517,458.63,19.67,51.64,"458,628,000.00","19,670,000.00","51,637,000.00",8.51,1,9,0,9
 South Africa ,2014,"54,729,551.00","741,915,589,342.20","13,556.03","183,766,025.70","121,950,000,000.00","121,950.00","93,043,000,000.00","214,993,000,000.00","93,043.00",0.29,1213090.00,0.022165,471.87,19.97,58.66,"471,866,000.00","19,970,000.00","58,657,000.00",8.62,1,9,0,9
 South Africa ,2015,"55,876,504.00","758,901,003,361.14","13,581.76","184,464,076.55","104,651,000,000.00","104,651.00","81,003,000,000.00","185,654,000,000.00","81,003.00",0.24,1213090.00,0.02171,446.22,18.73,53.77,"446,221,000.00","18,730,000.00","53,766,000.00",7.99,1,9,0,9
 South Africa ,2016,"56,422,274.00","772,768,693,550.77","13,696.16","187,584,896.47","91,692,000,000.00","91,692.00","76,215,000,000.00","167,907,000,000.00","76,215.00",0.22,1213090.00,0.0215,456.97,18,58.94,"456,973,000.00","18,000,000.00","58,935,000.00",8.1,1,9,0,9
 South Africa ,2017,"56,641,209.00","790,170,550,983.23","13,950.45","194,615,152.19","101,576,000,000.00","101,576.00","88,946,000,000.00","190,522,000,000.00","88,946.00",0.24,1213090.00,0.021417,439.38,19.74,56.61,"439,380,000.00","19,740,000.00","56,612,000.00",7.76,1,9,0,9
 South Africa ,2018,"57,339,635.00","821,364,184,112.79","14,324.55","205,192,590.59","113,971,000,000.00","113,971.00","93,971,000,000.00","207,942,000,000.00","93,971.00",0.25,1213090.00,0.021156,435.24,19.51,65.48,"435,237,000.00","19,510,000.00","65,482,000.00",7.59,1,9,0,9
 South Africa ,2019,"58,087,055.00","838,593,091,779.98","14,436.83","208,422,136.77","107,540,000,000.00","107,540.00","90,015,000,000.00","197,555,000,000.00","90,015.00",0.24,1213090.00,0.020884,466.92,18.61,57.98,"466,924,000.00","18,610,000.00","57,979,000.00",8.04,1,9,0,9
 South Africa ,2020,"58,801,927.00","794,871,547,198.04","13,517.78","182,730,391.96","84,062,000,000.00","84,062.00","85,836,000,000.00","169,898,000,000.00","85,836.00",0.21,1213090.00,0.02063,435.83,18.61,49,"435,832,000.00","18,610,000.00","49,002,000.00",7.41,1,9,0,9
 South Africa ,2021,"59,392,255.00","868,576,995,050.24","14,624.42","213,873,519.09","113,989,000,000.00","113,989.00","123,571,000,000.00","237,560,000,000.00","123,571.00",0.27,1213090.00,0.020425,435.93,18.61,52.31,"435,929,000.00","18,610,000.00","52,305,000.00",7.34,1,9,0,9
 Spain ,2011,"46,742,697.00","1,489,595,017,146.76","31,867.97","1,015,567,718.41","339,768,350,000.00","339,768.35","306,482,000,000.00","646,250,350,000.00","306,482.00",0.43,499880.00,0.010694,285.13,19.65,147.31,"285,132,000.00","19,650,000.00","147,314,000.00",6.1,0,10,0,10
 Spain ,2012,"46,773,055.00","1,483,646,917,303.62","31,720.12","1,006,166,012.73","330,819,950,000.00","330,819.95","295,481,000,000.00","626,300,950,000.00","295,481.00",0.42,499880.00,0.010687,279.39,19.02,135.96,"279,385,000.00","19,020,000.00","135,964,000.00",5.97,0,10,0,10
 Spain ,2013,"46,620,045.00","1,512,074,688,796.68","32,434.00","1,051,964,563.69","323,400,980,000.00","323,400.98","317,696,000,000.00","641,096,980,000.00","317,696.00",0.42,499880.00,0.010722,253.1,19.57,130.47,"253,103,000.00","19,570,000.00","130,466,000.00",5.43,0,10,0,10
 Spain ,2014,"46,480,882.00","1,558,305,994,181.40","33,525.74","1,123,975,284.78","342,353,420,000.00","342,353.42","324,533,000,000.00","666,886,420,000.00","324,533.00",0.43,499880.00,0.010755,255.46,20.37,131.14,"255,459,000.00","20,370,000.00","131,139,000.00",5.5,0,10,0,10
 Spain ,2015,"46,444,832.00","1,621,069,891,987.84","34,903.13","1,218,228,307.74","359,811,336,000.00","359,811.34","282,274,000,000.00","642,085,336,000.00","282,274.00",0.4,499880.00,0.010763,272.17,20.51,137.71,"272,165,000.00","20,510,000.00","137,710,000.00",5.86,0,10,0,10
 Spain ,2016,"46,484,062.00","1,733,214,656,948.48","37,286.21","1,390,261,712.15","363,481,550,000.00","363,481.55","289,981,000,000.00","653,462,550,000.00","289,981.00",0.38,499880.00,0.010754,261.23,20.29,141.8,"261,228,000.00","20,290,000.00","141,796,000.00",5.62,0,10,0,10
 Spain ,2017,"46,593,236.00","1,841,780,549,395.31","39,528.93","1,562,535,942.27","400,088,430,000.00","400,088.43","319,531,000,000.00","719,619,430,000.00","319,531.00",0.39,499880.00,0.010729,275.05,20.72,142.57,"275,053,000.00","20,720,000.00","142,572,000.00",5.9,0,10,0,10
 Spain ,2018,"46,797,754.00","1,904,499,539,409.75","40,696.39","1,656,195,970.33","426,197,830,000.00","426,197.83","346,753,000,000.00","772,950,830,000.00","346,753.00",0.41,499880.00,0.010682,270.05,20.43,143.53,"270,052,000.00","20,430,000.00","143,531,000.00",5.77,0,10,0,10
 Spain ,2019,"47,134,837.00","2,030,058,322,117.54","43,069.17","1,854,953,430.88","434,650,610,000.00","434,650.61","334,016,000,000.00","768,666,610,000.00","334,016.00",0.38,499880.00,0.010605,251.83,20.07,141.22,"251,825,000.00","20,070,000.00","141,221,000.00",5.34,0,10,0,10
 Spain ,2020,"47,365,655.00","1,805,525,292,204.50","38,118.87","1,453,048,325.40","358,125,830,000.00","358,125.83","308,317,000,000.00","666,442,830,000.00","308,317.00",0.37,499880.00,0.010554,213.34,20.07,120.28,"213,340,000.00","20,070,000.00","120,284,000.00",4.5,0,10,0,10
 Spain ,2021,"47,415,750.00","1,924,688,711,851.63","40,591.76","1,647,690,924.48","440,671,160,000.00","440,671.16","382,363,000,000.00","823,034,160,000.00","382,363.00",0.43,499880.00,0.010542,233.65,20.07,133.11,"233,650,000.00","20,070,000.00","133,113,000.00",4.93,0,10,0,10
 Sudan ,2011,"34,419,624.00","169,772,374,359.29","4,293.56","18,434,674.75","9,236,000,000.00","9,236.00","10,193,000,000.00","19,429,000,000.00","10,193.00",0.11,2376000.00,0.06903,14.02,26,12.87,"14,017,000.00","26,000,000.00","12,868,000.00",0.41,0,1,3,-2
 Sudan ,2012,"35,159,792.00","137,749,753,316.06","3,917.82","15,349,317.91","9,230,000,000.00","9,230.00","4,066,000,000.00","13,296,000,000.00","4,066.00",0.1,2376000.00,0.067577,15.21,27.36,13.2,"15,213,000.00","27,360,000.00","13,198,000.00",0.43,0,0,4,-4
 Sudan ,2013,"35,990,704.00","142,297,814,095.81","3,953.74","15,632,044.47","9,918,000,000.00","9,918.00","4,790,000,000.00","14,708,000,000.00","4,790.00",0.1,2376000.00,0.066017,17.01,27.79,14.8,"17,008,000.00","27,790,000.00","14,799,000.00",0.47,0,0,4,-4
 Sudan ,2014,"37,003,245.00","168,144,123,941.60","4,544.04","20,648,273.25","9,211,000,000.00","9,211.00","4,350,000,000.00","13,561,000,000.00","4,350.00",0.08,2376000.00,0.064211,17.54,27.74,15.3,"17,536,000.00","27,740,000.00","15,297,000.00",0.47,0,0,4,-4
 Sudan ,2015,"38,171,178.00","172,514,150,125.25","4,519.49","20,425,765.50","9,509,000,000.00","9,509.00","3,169,000,000.00","12,678,000,000.00","3,169.00",0.07,2376000.00,0.062246,21.19,27.9,18.73,"21,190,000.00","27,900,000.00","18,730,000.00",0.56,0,0,4,-4
 Sudan ,2016,"39,377,169.00","189,556,515,893.70","4,813.87","23,173,331.40","8,311,000,000.00","8,311.00","3,094,000,000.00","11,405,000,000.00","3,094.00",0.06,2376000.00,0.06034,20.04,29.27,17.76,"20,038,000.00","29,270,000.00","17,756,000.00",0.51,0,0,4,-4
 Sudan ,2017,"40,679,828.00","187,694,696,441.51","4,613.95","21,288,536.40","9,134,000,000.00","9,134.00","4,100,000,000.00","13,234,000,000.00","4,100.00",0.07,2376000.00,0.058407,22.43,28.89,20.16,"22,432,000.00","28,890,000.00","20,156,000.00",0.55,0,0,4,-4
 Sudan ,2018,"41,999,059.00","187,026,564,548.85","4,453.11","19,830,217.90","7,850,000,000.00","7,850.00","3,478,000,000.00","11,328,000,000.00","3,478.00",0.06,2376000.00,0.056573,21.86,29.27,19.62,"21,864,000.00","29,270,000.00","19,624,000.00",0.52,0,0,4,-4
 Sudan ,2019,"43,232,093.00","186,225,158,988.64","4,307.57","18,555,136.76","9,291,000,000.00","9,291.00","3,735,000,000.00","13,026,000,000.00","3,735.00",0.07,2376000.00,0.054959,21.95,29.02,19.87,"21,952,000.00","29,020,000.00","19,874,000.00",0.51,0,0,4,-4
 Sudan ,2020,"44,440,486.00","181,628,537,581.70","4,087.01","16,703,618.89","9,838,000,000.00","9,838.00","3,803,000,000.00","13,641,000,000.00","3,803.00",0.08,2376000.00,0.053465,20.04,29.02,18.03,"20,036,000.00","29,020,000.00","18,026,000.00",0.45,0,0,4,-4
 Sudan ,2021,"45,657,202.00","185,641,085,414.25","4,065.98","16,532,161.44","9,238,000,000.00","9,238.00","4,279,000,000.00","13,517,000,000.00","4,279.00",0.07,2376000.00,0.05204,21.04,29.02,19.03,"21,038,000.00","29,020,000.00","19,027,000.00",0.46,0,0,4,-4
 Sweden ,2011,"9,449,213.00","421,515,976,518.43","44,608.58","1,989,925,432.95","144,786,860,000.00","144,786.86","186,940,000,000.00","331,726,860,000.00","186,940.00",0.79,407339.70,0.043108,49.41,5.19,34.26,"49,405,000.00","5,190,000.00","34,260,000.00",5.23,0,10,0,10
 Sweden ,2012,"9,519,374.00","432,488,311,645.10","45,432.43","2,064,105,874.64","144,425,310,000.00","144,425.31","172,461,000,000.00","316,886,310,000.00","172,461.00",0.73,407339.70,0.042791,46.92,5.11,32.88,"46,919,000.00","5,110,000.00","32,877,000.00",4.93,0,10,0,10
 Sweden ,2013,"9,600,379.00","444,616,519,268.39","46,312.39","2,144,837,688.19","140,292,980,000.00","140,292.98","167,509,000,000.00","307,801,980,000.00","167,509.00",0.69,407339.70,0.04243,45.35,5.14,31.48,"45,351,000.00","5,140,000.00","31,478,000.00",4.72,0,10,0,10
 Sweden ,2014,"9,696,110.00","457,507,742,235.11","47,184.67","2,226,393,001.27","151,809,860,000.00","151,809.86","164,644,000,000.00","316,453,860,000.00","164,644.00",0.69,407339.70,0.042011,43.48,5.37,30.55,"43,478,000.00","5,370,000.00","30,554,000.00",4.48,0,10,0,10
 Sweden ,2015,"9,799,186.00","481,170,737,701.32","49,103.13","2,411,117,713.02","163,172,710,000.00","163,172.71","140,023,000,000.00","303,195,710,000.00","140,023.00",0.63,407339.70,0.041569,43.74,5.44,30.68,"43,742,000.00","5,440,000.00","30,675,000.00",4.46,0,10,0,10
 Sweden ,2016,"9,923,085.00","500,423,685,300.43","50,430.25","2,543,210,399.45","167,704,730,000.00","167,704.73","139,289,000,000.00","306,993,730,000.00","139,289.00",0.61,407339.70,0.04105,43.42,5.46,30.37,"43,416,000.00","5,460,000.00","30,369,000.00",4.38,0,10,0,10
 Sweden ,2017,"10,057,698.00","522,476,835,542.44","51,947.95","2,698,589,950.53","182,647,900,000.00","182,647.90","152,921,000,000.00","335,568,900,000.00","152,921.00",0.64,407339.70,0.0405,42.7,5.66,29.5,"42,704,000.00","5,660,000.00","29,502,000.00",4.25,0,10,0,10
 Sweden ,2018,"10,175,214.00","544,594,045,419.74","53,521.63","2,864,564,946.67","201,077,080,000.00","201,077.08","165,967,000,000.00","367,044,080,000.00","165,967.00",0.67,407339.70,0.040033,42.1,5.45,29.17,"42,095,000.00","5,450,000.00","29,173,000.00",4.14,0,10,0,10
 Sweden ,2019,"10,278,887.00","579,770,698,887.66","56,404.03","3,181,415,128.93","211,147,950,000.00","211,147.95","160,575,000,000.00","371,722,950,000.00","160,575.00",0.64,407339.70,0.039629,40.98,5.64,28.71,"40,982,000.00","5,640,000.00","28,705,000.00",3.99,0,10,0,10
 Sweden ,2020,"10,353,442.00","575,277,481,426.17","55,563.89","3,087,345,539.38","190,106,550,000.00","190,106.55","155,496,000,000.00","345,602,550,000.00","155,496.00",0.6,407339.70,0.039343,36.52,5.64,26.16,"36,515,000.00","5,640,000.00","26,157,000.00",3.53,0,10,0,10
 Sweden ,2021,"10,415,811.00","616,851,759,001.91","59,222.63","3,507,320,336.23","219,022,590,000.00","219,022.59","189,514,000,000.00","408,536,590,000.00","189,514.00",0.66,407339.70,0.039108,35.85,5.64,26.56,"35,849,000.00","5,640,000.00","26,563,000.00",3.44,0,10,0,10
 Switzerland ,2011,"7,912,398.00","458,820,195,091.51","57,987.50","3,362,550,391.74","208,281,000,000.00","208,281.00","234,866,000,000.00","443,147,000,000.00","234,866.00",0.97,39516.00,0.004994,40.99,2.51,31.82,"40,985,000.00","2,510,000.00","31,821,000.00",5.18,0,10,0,10
 Switzerland ,2012,"7,996,861.00","479,280,657,897.07","59,933.60","3,592,036,251.08","295,960,000,000.00","295,960.00","312,465,000,000.00","608,425,000,000.00","312,465.00",1.27,39516.00,0.004941,42.25,2.46,32.67,"42,253,000.00","2,460,000.00","32,671,000.00",5.28,0,10,0,10
 Switzerland ,2013,"8,089,346.00","503,360,260,789.33","62,225.09","3,871,961,485.48","321,507,000,000.00","321,507.00","357,853,000,000.00","679,360,000,000.00","357,853.00",1.35,39516.00,0.004885,43.19,2.48,33.23,"43,188,000.00","2,480,000.00","33,228,000.00",5.34,0,10,0,10
 Switzerland ,2014,"8,188,649.00","524,917,052,399.00","64,103.01","4,109,195,948.45","275,740,000,000.00","275,740.00","311,204,000,000.00","586,944,000,000.00","311,204.00",1.12,39516.00,0.004826,39.23,2.46,30.17,"39,234,000.00","2,460,000.00","30,166,000.00",4.79,0,10,0,10
 Switzerland ,2015,"8,282,396.00","546,805,476,343.84","66,020.20","4,358,667,381.08","253,026,000,000.00","253,026.00","289,720,000,000.00","542,746,000,000.00","289,720.00",0.99,39516.00,0.004771,38.73,2.44,29.47,"38,732,000.00","2,440,000.00","29,467,000.00",4.68,0,10,0,10
 Switzerland ,2016,"8,373,338.00","570,267,482,220.77","68,105.15","4,638,312,135.35","270,128,000,000.00","270,128.00","302,900,000,000.00","573,028,000,000.00","302,900.00",1,39516.00,0.004719,39.19,2.45,29.56,"39,185,000.00","2,450,000.00","29,557,000.00",4.68,0,10,0,10
 Switzerland ,2017,"8,451,840.00","584,052,319,305.97","69,103.57","4,775,303,423.33","269,835,000,000.00","269,835.00","299,603,000,000.00","569,438,000,000.00","299,603.00",0.97,39516.00,0.004675,38.18,2.44,28.62,"38,179,000.00","2,440,000.00","28,620,000.00",4.52,0,10,0,10
 Switzerland ,2018,"8,514,329.00","610,138,577,242.88","71,660.21","5,135,185,244.34","279,527,000,000.00","279,527.00","310,747,000,000.00","590,274,000,000.00","310,747.00",0.97,39516.00,0.004641,36.87,2.41,27.77,"36,874,000.00","2,410,000.00","27,770,000.00",4.33,0,10,0,10
 Switzerland ,2019,"8,575,280.00","632,134,117,634.79","73,715.86","5,434,027,632.04","277,830,000,000.00","277,830.00","313,933,000,000.00","591,763,000,000.00","313,933.00",0.94,39516.00,0.004608,36.73,2.42,27.49,"36,733,000.00","2,420,000.00","27,489,000.00",4.28,0,10,0,10
 Switzerland ,2020,"8,638,167.00","621,812,702,118.99","71,984.33","5,181,744,402.14","291,983,000,000.00","291,983.00","319,319,000,000.00","611,302,000,000.00","319,319.00",0.98,39516.00,0.004575,34.24,2.42,25.31,"34,241,000.00","2,420,000.00","25,309,000.00",3.96,0,10,0,10
 Switzerland ,2021,"8,703,405.00","671,211,427,043.09","77,120.56","5,947,580,057.62","324,071,000,000.00","324,071.00","380,192,000,000.00","704,263,000,000.00","380,192.00",1.05,39516.00,0.00454,34.93,2.42,25.42,"34,932,000.00","2,420,000.00","25,420,000.00",4.01,0,10,0,10
 Thailand ,2011,"68,712,846.00","912,789,677,004.35","13,284.12","176,467,838.45","228,788,000,000.00","228,788.00","222,575,000,000.00","451,363,000,000.00","222,575.00",0.49,510890.00,0.007435,258.98,22.73,107.38,"258,979,000.00","22,730,000.00","107,377,000.00",3.77,1,7,0,7
 Thailand ,2012,"69,157,023.00","1,008,787,036,643.55","14,586.91","212,777,844.75","249,115,000,000.00","249,115.00","229,085,000,000.00","478,200,000,000.00","229,085.00",0.47,510890.00,0.007387,276.88,23.65,113.28,"276,877,000.00","23,650,000.00","113,284,000.00",4,1,7,0,7
 Thailand ,2013,"69,578,602.00","1,049,947,947,719.55","15,090.10","227,711,068.42","250,417,000,000.00","250,417.00","228,499,000,000.00","478,916,000,000.00","228,499.00",0.46,510890.00,0.007343,290.37,22.9,117.8,"290,365,000.00","22,900,000.00","117,803,000.00",4.17,1,7,0,7
 Thailand ,2014,"69,960,943.00","1,059,446,245,268.47","15,143.40","229,322,434.14","227,747,000,000.00","227,747.00","227,463,000,000.00","455,210,000,000.00","227,463.00",0.43,510890.00,0.007303,285.98,22.78,118.06,"285,980,000.00","22,780,000.00","118,060,000.00",4.09,1,0,3,-3
